1533105171.3265076,452
1533105171.3603208,452
1533105171.3939154,474
1533105171.4274743,628
1533105171.461024,690
1533105171.4945645,698
1533105171.528108,570
1533105171.561649,489
1533105171.595187,430
1533105171.628726,427
1533105171.6622624,468
1533105171.695799,522
1533105171.7293417,572
1533105171.7628913,558
1533105171.7964365,536
1533105171.8299625,502
1533105171.8635113,459
1533105171.8970528,453
1533105171.9305954,447
1533105171.964139,517
1533105171.9977324,616
1533105172.0315459,572
1533105172.0653863,583
1533105172.0992517,639
1533105172.1330853,330
1533105172.1669068,273
1533105172.2007678,270
1533105172.2346,357
1533105172.268425,533
1533105172.3022845,570
1533105172.3361132,563
1533105172.3700907,537
1533105172.4039655,381
1533105172.4378047,326
1533105172.4716387,300
1533105172.5055141,287
1533105172.539353,334
1533105172.5731733,558
1533105172.607028,546
1533105172.6408536,599
1533105172.6746752,521
1533105172.7085264,532
1533105172.7423809,351
1533105172.776245,340
1533105172.8101149,373
1533105172.8439455,519
1533105172.877771,570
1533105172.9116414,574
1533105172.9454875,515
1533105172.9793227,351
1533105173.0131903,312
1533105173.0470326,312
1533105173.0809302,350
1533105173.1148226,365
1533105173.148677,557
1533105173.1828055,631
1533105173.216895,584
1533105173.2507417,523
1533105173.2845895,541
1533105173.3184636,324
1533105173.3523054,279
1533105173.3865871,286
1533105173.4204783,357
1533105173.454326,271
1533105173.4881625,-32456
1533105173.5223336,354
1533105173.5561953,353
1533105173.5900342,343
1533105173.6239104,338
1533105173.6577575,344
1533105173.6918528,344
1533105173.725953,367
1533105173.7600012,557
1533105173.7940786,521
1533105173.8281362,616
1533105173.8621683,574
1533105173.8961902,610
1533105173.9302483,296
1533105173.9643412,381
1533105173.9983623,269
1533105174.032425,302
1533105174.0664523,344
1533105174.100472,380
1533105174.1345232,372
1533105174.1685426,353
1533105174.2025692,305
1533105174.2366326,284
1533105174.2706563,285
1533105174.3046825,348
1533105174.3387344,567
1533105174.3727546,548
1533105174.4069118,623
1533105174.4409528,562
1533105174.474967,596
1533105174.508969,316
1533105174.5430584,293
1533105174.5771031,307
1533105174.6111202,536
1533105174.6451619,581
1533105174.6791956,591
1533105174.7132363,554
1533105174.747098,520
1533105174.780949,339
1533105174.8147933,324
1533105174.8489478,330
1533105174.8830667,539
1533105174.9171655,635
1533105174.9510355,597
1533105174.9848862,573
1533105175.018725,605
1533105175.0525908,514
1533105175.086426,369
1533105175.1205218,336
1533105175.1546867,359
1533105175.1887765,330
1533105175.2226243,366
1533105175.2565098,523
1533105175.2903578,526
1533105175.3242078,382
1533105175.3581097,364
1533105175.3922255,320
1533105175.4264746,308
1533105175.4603574,582
1533105175.494204,562
1533105175.5280387,615
1533105175.562136,630
1533105175.5959814,515
1533105175.6298313,288
1533105175.6637156,329
1533105175.6975589,348
1533105175.7316527,269
1533105175.765567,366
1533105175.799425,512
1533105175.8332717,383
1533105175.867423,344
1533105175.9012654,311
1533105175.9351194,300
1533105175.968998,299
1533105176.002825,342
1533105176.0369067,576
1533105176.0707948,623
1533105176.104651,612
1533105176.138495,546
1533105176.1726053,334
1533105176.206454,379
1533105176.2402954,346
1533105176.2742238,380
1533105176.3080702,295
1533105176.3421493,343
1533105176.3760347,373
1533105176.4098852,363
1533105176.4442568,334
1533105176.478213,328
1533105176.512075,326
1533105176.5459156,368
1533105176.5800192,574
1533105176.6138744,536
1533105176.64773,580
1533105176.681603,515
1533105176.7157183,557
1533105176.7495923,281
1533105176.7835257,367
1533105176.8173764,366
1533105176.8512225,307
1533105176.885352,348
1533105176.9193869,513
1533105176.9532356,382
1533105176.9871147,352
1533105177.0209603,329
1533105177.0550933,299
1533105177.088979,295
1533105177.122826,333
1533105177.1566727,623
1533105177.1907752,547
1533105177.2246335,625
1533105177.2584805,549
1533105177.2923615,344
1533105177.3262174,383
1533105177.3602757,260
1533105177.3944018,283
1533105177.4284568,351
1533105177.4625483,373
1533105177.4964354,375
1533105177.5302675,354
1533105177.5641387,341
1533105177.5980134,328
1533105177.6318595,322
1533105177.6659462,348
1533105177.6998296,537
1533105177.7339425,521
1533105177.7680137,637
1533105177.8019052,591
1533105177.8357606,329
1533105177.8696063,284
1533105177.903745,271
1533105177.9375992,317
1533105177.971439,343
1533105178.0053186,372
1533105178.0391667,516
1533105178.0732496,373
1533105178.1073303,349
1533105178.1413608,346
1533105178.1752036,335
1533105178.209087,350
1533105178.242932,531
1533105178.2770324,588
1533105178.311121,628
1533105178.3449829,592
1533105178.3788168,528
1533105178.412699,296
1533105178.4465458,276
1533105178.480782,278
1533105178.5148337,329
1533105178.5486906,354
1533105178.582531,372
1533105178.616405,374
1533105178.650505,368
1533105178.6843615,359
1533105178.718246,349
1533105178.7520854,349
1533105178.7861514,375
1533105178.8202195,606
1533105178.854093,630
1533105178.8879561,622
1533105178.9218504,525
1533105178.9556952,343
1533105178.9897788,296
1533105179.0238774,310
1533105179.0577276,331
1533105179.091574,515
1533105179.125435,535
1533105179.1592743,525
1533105179.1931272,369
1533105179.2272608,360
1533105179.2611105,343
1533105179.2949562,335
1533105179.328837,360
1533105179.3626688,531
1533105179.3967497,598
1533105179.4308245,588
1533105179.4648788,543
1533105179.499045,304
1533105179.5331151,272
1533105179.5671492,263
1533105179.601177,313
1533105179.63524,347
1533105179.6692624,369
1533105179.7032902,374
1533105179.7373533,358
1533105179.771418,338
1533105179.8054676,334
1533105179.8395436,332
1533105179.8735738,520
1533105179.9076056,581
1533105179.9416673,612
1533105179.9756784,576
1533105180.009692,526
1533105180.0438008,339
1533105180.0778308,286
1533105180.1118522,295
1533105180.1459203,308
1533105180.1799438,358
1533105180.213965,378
1533105180.2480178,380
1533105180.2820313,373
1533105180.3160326,365
1533105180.3500953,353
1533105180.3841991,349
1533105180.4182396,379
1533105180.452305,614
1533105180.4863324,512
1533105180.5205147,629
1533105180.5545228,526
1533105180.588523,346
1533105180.6225395,312
1533105180.6565433,320
1533105180.6905093,-32425
1533105180.7244742,367
1533105180.7585847,521
1533105180.7926295,520
1533105180.826666,381
1533105180.860726,355
1533105180.8947623,352
1533105180.9287844,345
1533105180.9628518,530
1533105180.996885,593
1533105181.030906,628
1533105181.0649688,604
1533105181.0989926,553
1533105181.133044,324
1533105181.1671011,297
1533105181.2010934,305
1533105181.235134,344
1533105181.2692091,363
1533105181.3032439,383
1533105181.3372738,517
1533105181.3713348,379
1533105181.4053705,372
1533105181.4393904,358
1533105181.4734526,359
1533105181.5075593,520
1533105181.5417542,620
1533105181.5758216,636
1533105181.6098616,615
1533105181.6439016,369
1533105181.6779656,317
1533105181.7119896,292
1533105181.7460213,311
1533105181.7801056,339
1533105181.8141994,512
1533105181.8482642,516
1533105181.882334,513
1533105181.916368,364
1533105181.9503713,352
1533105181.9843988,348
1533105182.0184212,366
1533105182.0524461,533
1533105182.086471,593
1533105182.1204896,624
1533105182.154515,586
1533105182.1885796,538
1533105182.222603,320
1533105182.2566276,296
1533105182.2906816,302
1533105182.3247087,338
1533105182.35874,355
1533105182.3928053,371
1533105182.4266517,372
1533105182.4605014,363
1533105182.4943848,342
1533105182.5282304,338
1533105182.5644722,351
1533105182.5984182,579
1533105182.6322927,626
1533105182.6661608,633
1533105182.700032,548
1533105182.7338786,358
1533105182.7677355,309
1533105182.8016696,288
1533105182.8355665,307
1533105182.8694503,340
1533105182.9033825,512
1533105182.9372408,515
1533105182.9711006,515
1533105183.0050108,359
1533105183.038895,343
1533105183.0727725,337
1533105183.106686,369
1533105183.1405501,556
1533105183.174443,524
1533105183.2083554,517
1533105183.2422092,589
1533105183.2760413,337
1533105183.3102179,302
1533105183.3444166,288
1533105183.3785331,330
1533105183.4124358,366
1533105183.4462974,514
1533105183.480191,524
1533105183.5141547,517
1533105183.5480483,373
1533105183.5821435,353
1533105183.6160736,349
1533105183.649952,357
1533105183.6838384,601
1533105183.7177563,536
1533105183.7516687,557
1533105183.7855644,591
1533105183.8194816,515
1533105183.8533633,324
1533105183.8872466,281
1533105183.9211686,300
1533105183.9550622,338
1533105183.9889565,529
1533105184.022878,532
1533105184.0567605,382
1533105184.0906475,370
1533105184.1245694,349
1533105184.1584628,338
1533105184.192344,358
1533105184.2262633,525
1533105184.260129,533
1533105184.2939656,554
1533105184.3278427,517
1533105184.3617082,372
1533105184.395553,315
1533105184.4294326,277
1533105184.4632845,298
1533105184.497158,341
1533105184.5310504,375
1533105184.564909,531
1533105184.5989144,526
1533105184.632817,381
1533105184.6666698,347
1533105184.70052,335
1533105184.7344196,330
1533105184.7682936,373
1533105184.802154,558
1533105184.8360236,616
1533105184.8698843,622
1533105184.9037468,569
1533105184.937639,383
1533105184.9714928,294
1533105185.0053263,284
1533105185.0392115,330
1533105185.0730612,364
1533105185.1069353,513
1533105185.1408463,520
1533105185.1747139,516
1533105185.2085602,369
1533105185.2424533,346
1533105185.2763014,348
1533105185.3101313,341
1533105185.3440056,526
1533105185.377869,573
1533105185.4117286,599
1533105185.4456286,559
1533105185.4794784,514
1533105185.5133429,339
1533105185.547448,299
1533105185.5815039,310
1533105185.6157176,329
1533105185.6497996,375
1533105185.6838553,515
1533105185.717912,516
1533105185.7520452,370
1533105185.7861083,356
1533105185.8201358,348
1533105185.8542979,338
1533105185.8883646,346
1533105185.9224167,539
1533105185.9565065,566
1533105185.9905727,567
1533105186.0246325,383
1533105186.0587173,355
1533105186.0927703,324
1533105186.127072,317
1533105186.1613011,337
1533105186.1954181,347
1533105186.2294874,370
1533105186.2635825,379
1533105186.2976332,373
1533105186.3316886,359
1533105186.365825,353
1533105186.399898,346
1533105186.4339502,353
1533105186.4680495,512
1533105186.5019116,563
1533105186.535771,561
1533105186.5696707,542
1533105186.6038103,351
1533105186.6382718,330
1533105186.6725504,321
1533105186.7067642,342
1533105186.7409759,357
1533105186.7752268,370
1533105186.8093932,381
1533105186.8436177,382
1533105186.877861,373
1533105186.912078,350
1533105186.9463131,347
1533105186.9805305,363
1533105187.0146694,519
1533105187.048799,556
1533105187.083303,558
1533105187.1174986,529
1533105187.1516533,373
1533105187.1857967,333
1533105187.219933,325
1533105187.2540865,343
1533105187.2882135,374
1533105187.3223362,379
1533105187.35646,517
1533105187.3906052,512
1533105187.4247336,372
1533105187.4588385,366
1533105187.492989,360
1533105187.527109,370
1533105187.5612204,562
1533105187.5956447,583
1533105187.6299539,579
1533105187.6644094,521
1533105187.698624,356
1533105187.7327611,331
1533105187.7669263,329
1533105187.8010697,344
1533105187.8350673,368
1533105187.8690407,517
1533105187.9035923,514
1533105187.937966,367
1533105187.972299,363
1533105188.0070193,351
1533105188.0414026,362
1533105188.0761116,517
1533105188.1107368,549
1533105188.1449406,594
1533105188.179446,585
